"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"2257","nation","England","E92000001","2021-04-03","50_54",4231060,265356,8488,3411939,12158,265356,8488,80.6,6.3,6.3
"2258","nation","England","E92000001","2021-04-03","55_59",4079586,275576,8813,3439159,11626,275576,8813,84.3,6.8,6.8
"2259","nation","England","E92000001","2021-04-03","60_64",3451083,217513,7300,3018934,2758,217513,7300,87.5,6.3,6.3
"2260","nation","England","E92000001","2021-04-03","65_69",2888878,147206,6567,2621721,764,147206,6567,90.8,5.1,5.1
"2261","nation","England","E92000001","2021-04-03","70_74",2867074,272057,16191,2684045,329,272057,16191,93.6,9.5,9.5
"2262","nation","England","E92000001","2021-04-03","75_79",2070353,515818,27758,1962565,209,515818,27758,94.8,24.9,24.9
"2263","nation","England","E92000001","2021-04-03","80_84",1427834,844122,26578,1356094,164,844122,26578,95,59.1,59.1
"2264","nation","England","E92000001","2021-04-03","85_89",858022,516896,15119,814858,97,516896,15119,95,60.2,60.2
"2265","nation","England","E92000001","2021-04-03","90+",474485,264844,6844,442651,53,264844,6844,93.3,55.8,55.8
"2266","nation","England","E92000001","2021-04-02","18_24",5273255,109218,4738,768639,4980,109218,4738,14.6,2.1,2.1
"2267","nation","England","E92000001","2021-04-02","25_29",4474620,146383,5197,808723,4493,146383,5197,18.1,3.3,3.3
"2268","nation","England","E92000001","2021-04-02","30_34",4772251,167712,6072,974298,5255,167712,6072,20.4,3.5,3.5
"2269","nation","England","E92000001","2021-04-02","35_39",4525196,171894,6378,1097184,7235,171894,6378,24.2,3.8,3.8
"2270","nation","England","E92000001","2021-04-02","40_44",4135655,189431,6862,1316407,9610,189431,6862,31.8,4.6,4.6
"2271","nation","England","E92000001","2021-04-02","45_49",4007808,217313,7972,1718640,12568,217313,7972,42.9,5.4,5.4
"2272","nation","England","E92000001","2021-04-02","50_54",4231060,256868,9756,3399781,9211,256868,9756,80.4,6.1,6.1
"2273","nation","England","E92000001","2021-04-02","55_59",4079586,266763,10794,3427533,10069,266763,10794,84,6.5,6.5
"2274","nation","England","E92000001","2021-04-02","60_64",3451083,210213,9413,3016176,2199,210213,9413,87.4,6.1,6.1
"2275","nation","England","E92000001","2021-04-02","65_69",2888878,140639,7791,2620957,636,140639,7791,90.7,4.9,4.9
"2276","nation","England","E92000001","2021-04-02","70_74",2867074,255866,20164,2683716,293,255866,20164,93.6,8.9,8.9
"2277","nation","England","E92000001","2021-04-02","75_79",2070353,488060,42078,1962356,198,488060,42078,94.8,23.6,23.6
"2278","nation","England","E92000001","2021-04-02","80_84",1427834,817544,44668,1355930,148,817544,44668,95,57.3,57.3
"2279","nation","England","E92000001","2021-04-02","85_89",858022,501777,25344,814761,74,501777,25344,95,58.5,58.5
"2280","nation","England","E92000001","2021-04-02","90+",474485,258000,11543,442598,69,258000,11543,93.3,54.4,54.4
"2281","nation","England","E92000001","2021-04-01","18_24",5273255,104480,8207,763659,8667,104480,8207,14.5,2,2
"2282","nation","England","E92000001","2021-04-01","25_29",4474620,141186,9594,804230,7843,141186,9594,18,3.2,3.2
"2283","nation","England","E92000001","2021-04-01","30_34",4772251,161640,11196,969043,9081,161640,11196,20.3,3.4,3.4
"2284","nation","England","E92000001","2021-04-01","35_39",4525196,165516,11581,1089949,10758,165516,11581,24.1,3.7,3.7
"2285","nation","England","E92000001","2021-04-01","40_44",4135655,182569,12429,1306797,18008,182569,12429,31.6,4.4,4.4
"2286","nation","England","E92000001","2021-04-01","45_49",4007808,209341,14710,1706072,24271,209341,14710,42.6,5.2,5.2
"2287","nation","England","E92000001","2021-04-01","50_54",4231060,247112,17937,3390570,16934,247112,17937,80.1,5.8,5.8
"2288","nation","England","E92000001","2021-04-01","55_59",4079586,255969,18961,3417464,14969,255969,18961,83.8,6.3,6.3
"2289","nation","England","E92000001","2021-04-01","60_64",3451083,200800,17018,3013977,4130,200800,17018,87.3,5.8,5.8
"2290","nation","England","E92000001","2021-04-01","65_69",2888878,132848,14572,2620321,1504,132848,14572,90.7,4.6,4.6
"2291","nation","England","E92000001","2021-04-01","70_74",2867074,235702,44657,2683423,690,235702,44657,93.6,8.2,8.2
"2292","nation","England","E92000001","2021-04-01","75_79",2070353,445982,88510,1962158,436,445982,88510,94.8,21.5,21.5
"2293","nation","England","E92000001","2021-04-01","80_84",1427834,772876,80688,1355782,357,772876,80688,95,54.1,54.1
"2294","nation","England","E92000001","2021-04-01","85_89",858022,476433,46168,814687,243,476433,46168,94.9,55.5,55.5
"2295","nation","England","E92000001","2021-04-01","90+",474485,246457,22278,442529,178,246457,22278,93.3,51.9,51.9
"2296","nation","England","E92000001","2021-03-31","18_24",5273255,96273,7685,754992,12637,96273,7685,14.3,1.8,1.8
"2297","nation","England","E92000001","2021-03-31","25_29",4474620,131592,9069,796387,11536,131592,9069,17.8,2.9,2.9
"2298","nation","England","E92000001","2021-03-31","30_34",4772251,150444,10209,959962,13649,150444,10209,20.1,3.2,3.2
"2299","nation","England","E92000001","2021-03-31","35_39",4525196,153935,10347,1079191,15697,153935,10347,23.8,3.4,3.4
"2300","nation","England","E92000001","2021-03-31","40_44",4135655,170140,11214,1288789,22884,170140,11214,31.2,4.1,4.1
"2301","nation","England","E92000001","2021-03-31","45_49",4007808,194631,12924,1681801,27841,194631,12924,42,4.9,4.9
"2302","nation","England","E92000001","2021-03-31","50_54",4231060,229175,15896,3373636,41805,229175,15896,79.7,5.4,5.4
"2303","nation","England","E92000001","2021-03-31","55_59",4079586,237008,17126,3402495,21955,237008,17126,83.4,5.8,5.8
"2304","nation","England","E92000001","2021-03-31","60_64",3451083,183782,14279,3009847,6554,183782,14279,87.2,5.3,5.3
"2305","nation","England","E92000001","2021-03-31","65_69",2888878,118276,12171,2618817,2284,118276,12171,90.7,4.1,4.1
"2306","nation","England","E92000001","2021-03-31","70_74",2867074,191045,34653,2682733,914,191045,34653,93.6,6.7,6.7
"2307","nation","England","E92000001","2021-03-31","75_79",2070353,357472,69464,1961722,556,357472,69464,94.8,17.3,17.3
"2308","nation","England","E92000001","2021-03-31","80_84",1427834,692188,67286,1355425,376,692188,67286,94.9,48.5,48.5
"2309","nation","England","E92000001","2021-03-31","85_89",858022,430265,36990,814444,276,430265,36990,94.9,50.1,50.1
"2310","nation","England","E92000001","2021-03-31","90+",474485,224179,17908,442351,184,224179,17908,93.2,47.2,47.2
"2311","nation","England","E92000001","2021-03-30","18_24",5273255,88588,6540,742355,10697,88588,6540,14.1,1.7,1.7
"2312","nation","England","E92000001","2021-03-30","25_29",4474620,122523,8159,784851,9440,122523,8159,17.5,2.7,2.7
"2313","nation","England","E92000001","2021-03-30","30_34",4772251,140235,9111,946313,11381,140235,9111,19.8,2.9,2.9
"2314","nation","England","E92000001","2021-03-30","35_39",4525196,143588,9223,1063494,13137,143588,9223,23.5,3.2,3.2
"2315","nation","England","E92000001","2021-03-30","40_44",4135655,158926,10152,1265905,21323,158926,10152,30.6,3.8,3.8
"2316","nation","England","E92000001","2021-03-30","45_49",4007808,181707,11698,1653960,28686,181707,11698,41.3,4.5,4.5
"2317","nation","England","E92000001","2021-03-30","50_54",4231060,213279,14224,3331831,42151,213279,14224,78.7,5,5
"2318","nation","England","E92000001","2021-03-30","55_59",4079586,219882,14752,3380540,21078,219882,14752,82.9,5.4,5.4
"2319","nation","England","E92000001","2021-03-30","60_64",3451083,169503,11792,3003293,6800,169503,11792,87,4.9,4.9
"2320","nation","England","E92000001","2021-03-30","65_69",2888878,106105,9427,2616533,2114,106105,9427,90.6,3.7,3.7
"2321","nation","England","E92000001","2021-03-30","70_74",2867074,156392,20966,2681819,800,156392,20966,93.5,5.5,5.5
"2322","nation","England","E92000001","2021-03-30","75_79",2070353,288008,37061,1961166,515,288008,37061,94.7,13.9,13.9
"2323","nation","England","E92000001","2021-03-30","80_84",1427834,624902,40696,1355049,341,624902,40696,94.9,43.8,43.8
"2324","nation","England","E92000001","2021-03-30","85_89",858022,393275,23935,814168,230,393275,23935,94.9,45.8,45.8
"2325","nation","England","E92000001","2021-03-30","90+",474485,206271,13032,442167,177,206271,13032,93.2,43.5,43.5
"2326","nation","England","E92000001","2021-03-29","18_24",5273255,82048,5415,731658,10025,82048,5415,13.9,1.6,1.6
"2327","nation","England","E92000001","2021-03-29","25_29",4474620,114364,6899,775411,8977,114364,6899,17.3,2.6,2.6
"2328","nation","England","E92000001","2021-03-29","30_34",4772251,131124,7505,934932,10761,131124,7505,19.6,2.7,2.7
"2329","nation","England","E92000001","2021-03-29","35_39",4525196,134365,7459,1050357,12793,134365,7459,23.2,3,3
"2330","nation","England","E92000001","2021-03-29","40_44",4135655,148774,8043,1244582,18926,148774,8043,30.1,3.6,3.6
"2331","nation","England","E92000001","2021-03-29","45_49",4007808,170009,8975,1625274,29110,170009,8975,40.6,4.2,4.2
"2332","nation","England","E92000001","2021-03-29","50_54",4231060,199055,10861,3289680,48136,199055,10861,77.8,4.7,4.7
"2333","nation","England","E92000001","2021-03-29","55_59",4079586,205130,10950,3359462,24778,205130,10950,82.3,5,5
"2334","nation","England","E92000001","2021-03-29","60_64",3451083,157711,8220,2996493,7021,157711,8220,86.8,4.6,4.6
"2335","nation","England","E92000001","2021-03-29","65_69",2888878,96678,5541,2614419,1956,96678,5541,90.5,3.3,3.3
"2336","nation","England","E92000001","2021-03-29","70_74",2867074,135426,10842,2681019,652,135426,10842,93.5,4.7,4.7
"2337","nation","England","E92000001","2021-03-29","75_79",2070353,250947,15545,1960651,392,250947,15545,94.7,12.1,12.1
"2338","nation","England","E92000001","2021-03-29","80_84",1427834,584206,12593,1354708,292,584206,12593,94.9,40.9,40.9
"2339","nation","England","E92000001","2021-03-29","85_89",858022,369340,7824,813938,178,369340,7824,94.9,43,43
"2340","nation","England","E92000001","2021-03-29","90+",474485,193239,5976,441990,132,193239,5976,93.2,40.7,40.7
"2341","nation","England","E92000001","2021-03-28","18_24",5273255,76633,2960,721633,10735,76633,2960,13.7,1.5,1.5
"2342","nation","England","E92000001","2021-03-28","25_29",4474620,107465,3379,766434,9291,107465,3379,17.1,2.4,2.4
"2343","nation","England","E92000001","2021-03-28","30_34",4772251,123619,3986,924171,11550,123619,3986,19.4,2.6,2.6
"2344","nation","England","E92000001","2021-03-28","35_39",4525196,126906,4359,1037564,14683,126906,4359,22.9,2.8,2.8
"2345","nation","England","E92000001","2021-03-28","40_44",4135655,140731,4709,1225656,20673,140731,4709,29.6,3.4,3.4
"2346","nation","England","E92000001","2021-03-28","45_49",4007808,161034,5226,1596164,40755,161034,5226,39.8,4,4
"2347","nation","England","E92000001","2021-03-28","50_54",4231060,188194,6322,3241544,59466,188194,6322,76.6,4.4,4.4
"2348","nation","England","E92000001","2021-03-28","55_59",4079586,194180,6334,3334684,32107,194180,6334,81.7,4.8,4.8
"2349","nation","England","E92000001","2021-03-28","60_64",3451083,149491,5000,2989472,7807,149491,5000,86.6,4.3,4.3
"2350","nation","England","E92000001","2021-03-28","65_69",2888878,91137,3877,2612463,1613,91137,3877,90.4,3.2,3.2
"2351","nation","England","E92000001","2021-03-28","70_74",2867074,124584,7341,2680367,498,124584,7341,93.5,4.3,4.3
"2352","nation","England","E92000001","2021-03-28","75_79",2070353,235402,13786,1960259,291,235402,13786,94.7,11.4,11.4
"2353","nation","England","E92000001","2021-03-28","80_84",1427834,571613,13512,1354416,176,571613,13512,94.9,40,40
"2354","nation","England","E92000001","2021-03-28","85_89",858022,361516,8445,813760,102,361516,8445,94.8,42.1,42.1
"2355","nation","England","E92000001","2021-03-28","90+",474485,187263,3904,441858,46,187263,3904,93.1,39.5,39.5
"2356","nation","England","E92000001","2021-03-27","18_24",5273255,73673,5717,710898,19019,73673,5717,13.5,1.4,1.4
"2357","nation","England","E92000001","2021-03-27","25_29",4474620,104086,6513,757143,17789,104086,6513,16.9,2.3,2.3
"2358","nation","England","E92000001","2021-03-27","30_34",4772251,119633,7603,912621,21098,119633,7603,19.1,2.5,2.5
"2359","nation","England","E92000001","2021-03-27","35_39",4525196,122547,8125,1022881,24592,122547,8125,22.6,2.7,2.7
"2360","nation","England","E92000001","2021-03-27","40_44",4135655,136022,8775,1204983,41114,136022,8775,29.1,3.3,3.3
"2361","nation","England","E92000001","2021-03-27","45_49",4007808,155808,10076,1555409,76809,155808,10076,38.8,3.9,3.9
"2362","nation","England","E92000001","2021-03-27","50_54",4231060,181872,12587,3182078,126936,181872,12587,75.2,4.3,4.3
"2363","nation","England","E92000001","2021-03-27","55_59",4079586,187846,13205,3302577,62194,187846,13205,81,4.6,4.6
"2364","nation","England","E92000001","2021-03-27","60_64",3451083,144491,11256,2981665,17486,144491,11256,86.4,4.2,4.2
"2365","nation","England","E92000001","2021-03-27","65_69",2888878,87260,10111,2610850,3732,87260,10111,90.4,3,3
"2366","nation","England","E92000001","2021-03-27","70_74",2867074,117243,20146,2679869,1126,117243,20146,93.5,4.1,4.1
"2367","nation","England","E92000001","2021-03-27","75_79",2070353,221616,38965,1959968,698,221616,38965,94.7,10.7,10.7
"2368","nation","England","E92000001","2021-03-27","80_84",1427834,558101,43145,1354240,423,558101,43145,94.8,39.1,39.1
"2369","nation","England","E92000001","2021-03-27","85_89",858022,353071,27082,813658,273,353071,27082,94.8,41.1,41.1
"2370","nation","England","E92000001","2021-03-27","90+",474485,183359,13906,441812,176,183359,13906,93.1,38.6,38.6
"2371","nation","England","E92000001","2021-03-26","18_24",5273255,67956,6312,691879,13897,67956,6312,13.1,1.3,1.3
"2372","nation","England","E92000001","2021-03-26","25_29",4474620,97573,7410,739354,13748,97573,7410,16.5,2.2,2.2
"2373","nation","England","E92000001","2021-03-26","30_34",4772251,112030,8554,891523,16714,112030,8554,18.7,2.3,2.3
"2374","nation","England","E92000001","2021-03-26","35_39",4525196,114422,8789,998289,18847,114422,8789,22.1,2.5,2.5
"2375","nation","England","E92000001","2021-03-26","40_44",4135655,127247,9699,1163869,30051,127247,9699,28.1,3.1,3.1
"2376","nation","England","E92000001","2021-03-26","45_49",4007808,145732,11328,1478600,50732,145732,11328,36.9,3.6,3.6
"2377","nation","England","E92000001","2021-03-26","50_54",4231060,169285,13416,3055142,100764,169285,13416,72.2,4,4
"2378","nation","England","E92000001","2021-03-26","55_59",4079586,174641,14112,3240383,54167,174641,14112,79.4,4.3,4.3
"2379","nation","England","E92000001","2021-03-26","60_64",3451083,133235,11437,2964179,14769,133235,11437,85.9,3.9,3.9
"2380","nation","England","E92000001","2021-03-26","65_69",2888878,77149,8903,2607118,3209,77149,8903,90.2,2.7,2.7
"2381","nation","England","E92000001","2021-03-26","70_74",2867074,97097,16946,2678743,1014,97097,16946,93.4,3.4,3.4
"2382","nation","England","E92000001","2021-03-26","75_79",2070353,182651,33102,1959270,617,182651,33102,94.6,8.8,8.8
"2383","nation","England","E92000001","2021-03-26","80_84",1427834,514956,40602,1353817,445,514956,40602,94.8,36.1,36.1
"2384","nation","England","E92000001","2021-03-26","85_89",858022,325989,24970,813385,319,325989,24970,94.8,38,38
"2385","nation","England","E92000001","2021-03-26","90+",474485,169453,14200,441636,234,169453,14200,93.1,35.7,35.7
"2386","nation","England","E92000001","2021-03-25","18_24",5273255,61644,5901,677982,12025,61644,5901,12.9,1.2,1.2
"2387","nation","England","E92000001","2021-03-25","25_29",4474620,90163,7351,725606,11735,90163,7351,16.2,2,2
"2388","nation","England","E92000001","2021-03-25","30_34",4772251,103476,8422,874809,13732,103476,8422,18.3,2.2,2.2
"2389","nation","England","E92000001","2021-03-25","35_39",4525196,105633,8682,979442,15703,105633,8682,21.6,2.3,2.3
"2390","nation","England","E92000001","2021-03-25","40_44",4135655,117548,9565,1133818,23362,117548,9565,27.4,2.8,2.8
"2391","nation","England","E92000001","2021-03-25","45_49",4007808,134404,11001,1427868,40351,134404,11001,35.6,3.4,3.4
"2392","nation","England","E92000001","2021-03-25","50_54",4231060,155869,13457,2954378,95263,155869,13457,69.8,3.7,3.7
"2393","nation","England","E92000001","2021-03-25","55_59",4079586,160529,14088,3186216,49533,160529,14088,78.1,3.9,3.9
"2394","nation","England","E92000001","2021-03-25","60_64",3451083,121798,11071,2949410,14541,121798,11071,85.5,3.5,3.5
"2395","nation","England","E92000001","2021-03-25","65_69",2888878,68246,7588,2603909,3492,68246,7588,90.1,2.4,2.4
"2396","nation","England","E92000001","2021-03-25","70_74",2867074,80151,14271,2677729,1046,80151,14271,93.4,2.8,2.8
"2397","nation","England","E92000001","2021-03-25","75_79",2070353,149549,32801,1958653,608,149549,32801,94.6,7.2,7.2
"2398","nation","England","E92000001","2021-03-25","80_84",1427834,474354,42767,1353372,459,474354,42767,94.8,33.2,33.2
"2399","nation","England","E92000001","2021-03-25","85_89",858022,301019,26820,813066,305,301019,26820,94.8,35.1,35.1
"2400","nation","England","E92000001","2021-03-25","90+",474485,155253,15414,441402,234,155253,15414,93,32.7,32.7
"2401","nation","England","E92000001","2021-03-24","18_24",5273255,55743,5731,665957,11205,55743,5731,12.6,1.1,1.1
"2402","nation","England","E92000001","2021-03-24","25_29",4474620,82812,7449,713871,10393,82812,7449,16,1.9,1.9
"2403","nation","England","E92000001","2021-03-24","30_34",4772251,95054,8560,861077,12664,95054,8560,18,2,2
"2404","nation","England","E92000001","2021-03-24","35_39",4525196,96951,8754,963739,13856,96951,8754,21.3,2.1,2.1
"2405","nation","England","E92000001","2021-03-24","40_44",4135655,107983,9448,1110456,20218,107983,9448,26.9,2.6,2.6
